degree,section,stream,course_code,course_name
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,-,Elective
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,-,Core course
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,ACCT2000,Accounting Systems and Analytics
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,ACCT2001,Financial Accounting 2
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,ACCT2002,Management Accounting
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,BUSI1001,Business Law
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,BUSI1009,Predictive and Visual Analytics for Managers and Consultants
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,BUSI1900,Business Practicum
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,-,Elective
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,-,Core course
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,ACCT3000,Contemporary Issues in Accounting
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,ACCT3001,Corporate Accounting and Analysis
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,ACCT3002,Auditing Theory and Practice
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,BUSI3046,Taxation Law
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,ARTI3000,Business Applications for Artificial Intelligence
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,BUSI2902,Business Clinic
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,-,Elective
Bachelor of Commerce majoring in Accounting,Core courses,Standard study plans,-,Core course
Bachelor of Commerce majoring in Accounting,Major courses,,ACCT1001,Financial Accounting 1
Bachelor of Commerce majoring in Accounting,Major courses,,ACCT2000,Accounting Systems and Processes
Bachelor of Commerce majoring in Accounting,Major courses,,ACCT2001,Financial Accounting 2
Bachelor of Commerce majoring in Accounting,Major courses,,ACCT2002,Management Accounting
Bachelor of Commerce majoring in Accounting,Major courses,,ACCT3000,Contemporary Issues in Accounting
Bachelor of Commerce majoring in Accounting,Major courses,,ACCT3001,Corporate Accounting and Analysis
Bachelor of Commerce majoring in Accounting,Major courses,,ACCT3002,Auditing Theory and Practice
Bachelor of Commerce majoring in Accounting,Major courses,,BUSI3046,Taxation Law
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,ACCT1000,Accounting for Decision Makers
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,BAFI1001,Business Finance
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,ECON1012,Data Analytics
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,ECON1000,Principles of Economics
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,ACCT1001,Financial Accounting 1
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,-,Elective
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,-,Core course
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,ACCT2000,Accounting Systems and Analytics
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,ACCT2001,Financial Accounting 2
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,ACCT2002,Management Accounting
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,BUSI1001,Business Law
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,BUSI1009,Predictive and Visual Analytics for Managers and Consultants
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,BUSI1900,Business Practicum
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,-,Elective
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,-,Core course
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,ACCT3000,Contemporary Issues in Accounting
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,ACCT3001,Corporate Accounting and Analysis
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,ACCT3002,Auditing Theory and Practice
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,BUSI3046,Taxation Law
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,ARTI3000,Business Applications for Artificial Intelligence
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,BUSI2902,Business Clinic
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,-,Elective
Bachelor of Commerce majoring in Accounting,Major courses,Standard study plans,-,Core course
Bachelor of Commerce majoring in Accounting,Work integrated learning,,BUSI1900,Business Practicum
Bachelor of Commerce majoring in Accounting,Work integrated learning,,BUSI2902,Business Clinic
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,ACCT1000,Accounting for Decision Makers
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,BAFI1001,Business Finance
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,ECON1012,Data Analytics
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,ECON1000,Principles of Economics
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,ACCT1001,Financial Accounting 1
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,BUSI1002,"Management, Organisations and Leadership"
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,-,Elective
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,-,Core course
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,ACCT2000,Accounting Systems and Analytics
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,ACCT2001,Financial Accounting 2
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,ACCT2002,Management Accounting
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,BUSI1001,Business Law
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,BUSI1009,Predictive and Visual Analytics for Managers and Consultants
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,BUSI1900,Business Practicum
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,-,Elective
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,-,Core course
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,ACCT3000,Contemporary Issues in Accounting
Bachelor of Commerce majoring in Accounting,Work integrated learning,Standard study plans,ACCT3001,Corporate Accounting and Analysis
